Customer ID,TotalSales,TotalQuantity,TotalOrders,NumberOfProducts,CustomerSegment
16866.0,207.74,60,3,10,Low Value
16867.0,76.74,58,1,6,Low Value
16868.0,384.56,112,3,47,Low Value
16869.0,817.12,583,4,113,Low Value
16870.0,450.16,278,1,28,Low Value
16871.0,2812.34,1253,6,131,Medium Value
16872.0,1213.13,1079,6,12,Medium Value
16873.0,14617.39,8601,12,265,High Value
16874.0,209.89,78,1,31,Low Value
16875.0,4234.53,2099,11,171,Medium Value
16876.0,136.01,181,1,32,Low Value
16877.0,846.62,458,6,111,Low Value
16878.0,13.3,12,1,3,Low Value
16880.0,1813.21,904,8,129,Medium Value
16881.0,432.0,600,1,1,Low Value
16882.0,705.12,424,3,39,Low Value
16883.0,2246.06,1016,19,159,Medium Value
16884.0,1070.97,520,4,63,Medium Value
16885.0,684.6,358,4,121,Low Value
16886.0,134.0,48,1,8,Low Value
16887.0,658.17,423,3,95,Low Value
16888.0,434.2,145,3,43,Low Value
16889.0,2526.65,1611,6,166,Medium Value
16890.0,285.41,243,3,17,Low Value
16891.0,1727.94,652,11,341,Medium Value
16892.0,754.75,367,7,120,Low Value
16893.0,249.89,117,2,80,Low Value
16894.0,1306.96,503,3,186,Medium Value
16895.0,1102.9,421,5,138,Medium Value
16896.0,103.95,18,1,18,Low Value
16897.0,289.78,73,2,37,Low Value
16898.0,885.21,695,5,224,Low Value
16899.0,1695.77,811,8,102,Medium Value
16900.0,887.11,833,3,78,Low Value
16901.0,204.26,42,1,23,Low Value
16902.0,1706.88,629,1,43,Medium Value
16903.0,1041.75,717,3,149,Medium Value
16904.0,4675.36,2607,21,481,Medium Value
16905.0,4706.77,1913,17,175,Medium Value
16906.0,1410.92,590,7,180,Medium Value
16907.0,1470.89,451,9,109,Medium Value
16908.0,252.59,61,1,20,Low Value
16909.0,379.14,436,1,18,Low Value
16910.0,1508.96,884,8,318,Medium Value
16911.0,255.25,161,2,30,Low Value
16912.0,4460.51,1689,15,138,Medium Value
16913.0,423.91,229,3,18,Low Value
16914.0,183.76,112,1,25,Low Value
16915.0,1543.18,190,11,54,Medium Value
16916.0,902.02,649,4,180,Low Value
16917.0,1851.88,792,2,45,Medium Value
16918.0,3206.54,2066,16,291,Medium Value
16919.0,4909.66,2333,24,236,Medium Value
16920.0,355.45,81,1,23,Low Value
16921.0,409.21,275,3,78,Low Value
16922.0,611.08,281,1,122,Low Value
16923.0,13157.13,6190,32,454,High Value
16924.0,829.89,467,3,69,Low Value
16925.0,125.65,123,1,18,Low Value
16926.0,1169.61,197,5,63,Medium Value
16927.0,543.05,993,3,5,Low Value
16928.0,3897.53,2587,29,135,Medium Value
16929.0,1295.39,929,7,51,Medium Value
16930.0,378.89,339,3,47,Low Value
16931.0,5032.22,3357,23,469,High Value
16932.0,412.55,217,3,117,Low Value
16933.0,3099.3,1533,9,216,Medium Value
16934.0,2083.14,936,6,130,Medium Value
16935.0,530.86,273,3,55,Low Value
16936.0,548.29,339,2,125,Low Value
16937.0,196.25,123,1,49,Low Value
16938.0,6995.36,5041,9,575,High Value
16939.0,433.85,229,3,38,Low Value
16940.0,6427.66,4503,8,389,High Value
16941.0,33.0,12,1,2,Low Value
16942.0,1904.99,805,9,161,Medium Value
16943.0,1299.49,147,5,24,Medium Value
16944.0,101.36,27,1,7,Low Value
16945.0,8548.16,5889,33,249,High Value
16946.0,1222.04,509,5,69,Medium Value
16947.0,955.21,655,5,51,Low Value
16948.0,868.77,2091,7,22,Low Value
16949.0,1286.27,791,6,57,Medium Value
16950.0,3541.77,2432,10,112,Medium Value
16951.0,1277.75,1318,3,73,Medium Value
16952.0,795.83,343,5,77,Low Value
16953.0,20.8,10,1,1,Low Value
16954.0,6081.88,4086,20,88,High Value
16955.0,1120.31,723,6,39,Medium Value
16956.0,308.74,114,1,16,Low Value
16957.0,416.64,172,2,15,Low Value
16958.0,778.49,514,1,69,Low Value
16959.0,117.35,49,1,7,Low Value
16960.0,1990.88,1492,8,340,Medium Value
16961.0,794.56,482,3,52,Low Value
16962.0,251.04,158,1,15,Low Value
16963.0,110.55,35,1,7,Low Value
16964.0,207.85,49,2,6,Low Value
16965.0,201.19,291,1,26,Low Value
16966.0,2154.97,1981,7,8,Medium Value
16967.0,319.02,333,1,21,Low Value
16968.0,439.43,326,2,31,Low Value
16969.0,650.41,816,3,42,Low Value
16970.0,71.4,12,1,2,Low Value
16971.0,357.21,72,1,40,Low Value
16972.0,749.0,183,2,57,Low Value
16973.0,127.0,60,1,6,Low Value
16974.0,365.5,70,2,5,Low Value
16975.0,926.12,586,3,44,Low Value
16976.0,251.52,88,1,2,Low Value
16977.0,496.0,142,4,25,Low Value
16978.0,768.88,285,3,65,Low Value
16979.0,2859.74,1451,9,83,Medium Value
16980.0,1422.83,990,3,91,Medium Value
16982.0,384.06,182,1,22,Low Value
16983.0,3490.53,2315,11,152,Medium Value
16984.0,10350.53,5127,9,701,High Value
16985.0,10923.16,3103,23,142,High Value
16986.0,4888.75,2539,11,66,Medium Value
16987.0,2521.4,671,11,164,Medium Value
16988.0,382.67,158,2,20,Low Value
16989.0,1133.25,1233,6,8,Medium Value
16990.0,344.0,200,2,1,Low Value
16991.0,1041.21,793,1,74,Medium Value
16992.0,5476.5,2061,13,217,High Value
16993.0,1950.95,285,2,20,Medium Value
16996.0,2123.61,919,9,33,Medium Value
16997.0,702.0,360,3,8,Low Value
16998.0,402.0,104,5,2,Low Value
16999.0,484.82,294,2,21,Low Value
17000.0,406.3,305,2,26,Low Value
17001.0,6640.8,3782,19,113,High Value
17002.0,2571.55,1265,7,65,Medium Value
17003.0,828.21,494,4,91,Low Value
17004.0,2324.36,1233,4,49,Medium Value
17005.0,622.36,691,2,14,Low Value
17006.0,1635.27,572,8,104,Medium Value
17007.0,1120.1,717,7,64,Medium Value
17008.0,81.36,24,1,1,Low Value
17009.0,242.06,336,1,10,Low Value
17010.0,195.36,118,1,11,Low Value
17011.0,671.7,792,3,27,Low Value
17012.0,360.61,251,1,34,Low Value
17014.0,583.43,243,3,63,Low Value
17015.0,1838.61,1978,3,183,Medium Value
17016.0,552.4,309,1,41,Low Value
17017.0,12576.99,9397,29,131,High Value
17018.0,2287.7,456,6,30,Medium Value
17019.0,3602.29,2396,11,365,Medium Value
17020.0,935.62,860,2,67,Low Value
17021.0,1182.22,992,6,35,Medium Value
17022.0,260.0,180,2,16,Low Value
17023.0,800.18,530,3,48,Low Value
17024.0,95.85,69,3,2,Low Value
17025.0,1349.67,885,5,31,Medium Value
17026.0,175.83,107,3,4,Low Value
17027.0,1310.63,645,9,126,Medium Value
17028.0,1593.83,856,3,85,Medium Value
17029.0,2137.3,1265,7,23,Medium Value
17030.0,146.87,146,1,11,Low Value
17031.0,2773.85,1595,6,38,Medium Value
17032.0,2984.32,1667,8,186,Medium Value
17033.0,1332.79,871,4,34,Medium Value
17034.0,1276.42,694,5,49,Medium Value
17035.0,613.59,327,4,29,Low Value
17036.0,176.9,76,1,12,Low Value
17037.0,1267.32,656,1,75,Medium Value
17038.0,743.17,535,2,61,Low Value
17039.0,1954.99,689,1,44,Medium Value
17040.0,463.25,189,2,15,Low Value
17041.0,1655.2,1303,6,99,Medium Value
17042.0,1036.58,990,5,74,Medium Value
17043.0,2593.65,1616,8,176,Medium Value
17044.0,11962.3,5722,12,96,High Value
17045.0,827.68,294,5,44,Low Value
17046.0,1906.07,1636,5,79,Medium Value
17047.0,2289.23,1184,6,119,Medium Value
17048.0,2071.68,1068,7,88,Medium Value
17049.0,9942.53,4273,19,323,High Value
17050.0,4648.59,2432,11,193,Medium Value
17051.0,706.49,507,4,115,Low Value
17052.0,399.09,251,1,72,Low Value
17053.0,498.48,122,1,13,Low Value
17054.0,1356.33,804,5,65,Medium Value
17055.0,232.85,83,1,24,Low Value
17056.0,128.6,26,1,8,Low Value
17057.0,294.74,129,1,48,Low Value
17058.0,1179.89,592,3,51,Medium Value
17059.0,4864.57,3107,9,372,Medium Value
17060.0,234.24,216,1,5,Low Value
17061.0,5232.23,1526,11,57,High Value
17062.0,889.75,644,6,82,Low Value
17063.0,3638.53,1899,13,164,Medium Value
17064.0,855.45,316,3,53,Low Value
17065.0,194.7,82,2,6,Low Value
17066.0,228.34,93,1,17,Low Value
17067.0,454.54,322,3,8,Low Value
17068.0,8987.68,4351,47,275,High Value
17069.0,5517.23,3230,14,220,High Value
17070.0,437.42,232,2,102,Low Value
17071.0,3793.71,1934,13,144,Medium Value
17072.0,273.35,212,1,20,Low Value
17073.0,1446.09,759,4,142,Medium Value
17074.0,203.05,19,1,4,Low Value
17075.0,2236.63,785,10,165,Medium Value
17076.0,1242.75,514,6,32,Medium Value
17077.0,306.0,36,1,1,Low Value
17078.0,378.2,788,2,28,Low Value
17079.0,118.8,24,1,2,Low Value
17080.0,957.53,569,7,26,Low Value
17081.0,949.39,381,6,166,Low Value
17082.0,4732.03,2526,6,124,Medium Value
17083.0,4049.79,1955,9,53,Medium Value
17084.0,5001.21,3178,3,263,High Value
17085.0,7847.67,3583,28,415,High Value
17086.0,2050.08,1859,6,76,Medium Value
17087.0,221.53,113,1,12,Low Value
17088.0,1991.01,868,4,98,Medium Value
17089.0,128.45,35,1,4,Low Value
17090.0,3080.18,1344,13,55,Medium Value
17091.0,7495.75,3732,19,253,High Value
17092.0,5511.41,3768,11,278,High Value
17093.0,235.88,114,1,13,Low Value
17094.0,402.2,212,2,18,Low Value
17095.0,2572.25,1695,7,116,Medium Value
17096.0,3697.93,1559,11,164,Medium Value
17097.0,1143.36,582,9,182,Medium Value
17098.0,591.07,125,3,12,Low Value
17099.0,582.17,317,1,40,Low Value
17100.0,971.74,800,2,65,Low Value
17101.0,2507.05,1175,7,55,Medium Value
17102.0,25.5,2,1,1,Low Value
17103.0,424.3,471,1,32,Low Value
17104.0,474.03,149,1,19,Low Value
17105.0,665.78,693,2,80,Low Value
17106.0,481.58,153,1,51,Low Value
17107.0,16052.72,7530,10,407,High Value
17108.0,174.95,31,1,9,Low Value
17109.0,1291.71,788,8,124,Medium Value
17110.0,499.9,136,3,38,Low Value
17111.0,459.58,581,2,44,Low Value
17112.0,197.57,130,1,44,Low Value
17113.0,2305.59,913,6,124,Medium Value
17114.0,801.12,215,8,86,Low Value
17115.0,2761.49,885,7,104,Medium Value
17116.0,389.78,392,1,47,Low Value
17117.0,116.2,68,1,9,Low Value
17118.0,157.02,154,1,10,Low Value
17119.0,606.91,334,2,35,Low Value
17120.0,307.46,120,1,18,Low Value
17121.0,314.74,106,1,12,Low Value
17122.0,570.5,368,4,23,Low Value
17123.0,977.17,676,3,37,Low Value
17124.0,294.24,129,1,31,Low Value
17125.0,230.5,281,1,34,Low Value
17126.0,2016.43,1426,9,295,Medium Value
17127.0,1155.03,340,5,29,Medium Value
17128.0,157.09,76,1,14,Low Value
17129.0,31.85,5,1,2,Low Value
17131.0,2463.17,983,5,78,Medium Value
17132.0,1220.91,963,2,62,Medium Value
17133.0,14622.33,10107,12,22,High Value
17134.0,625.3,144,3,31,Low Value
17135.0,1722.18,1686,10,101,Medium Value
17136.0,231.68,256,1,14,Low Value
17137.0,1099.81,680,6,126,Medium Value
17138.0,4417.27,2024,7,236,Medium Value
17139.0,19566.76,9853,25,491,High Value
17140.0,454.12,296,1,16,Low Value
17141.0,727.58,423,4,138,Low Value
17142.0,1275.25,322,4,78,Medium Value
17143.0,880.97,314,2,82,Low Value
17144.0,984.57,483,2,42,Low Value
17145.0,3120.91,2591,4,168,Medium Value
17146.0,5852.64,2188,13,167,High Value
17147.0,3199.95,1308,9,100,Medium Value
17148.0,124.88,82,1,9,Low Value
17149.0,143.1,18,1,6,Low Value
17150.0,1357.95,397,6,66,Medium Value
17151.0,231.9,42,1,4,Low Value
17152.0,2016.5,577,4,9,Medium Value
17153.0,213.78,104,1,14,Low Value
17154.0,329.34,490,1,23,Low Value
17155.0,892.46,987,7,44,Low Value
17156.0,591.87,391,1,39,Low Value
17157.0,5151.9,2092,19,79,High Value
17158.0,1980.0,1147,5,78,Medium Value
17159.0,2099.59,1348,5,118,Medium Value
17160.0,10209.16,8390,17,230,High Value
17161.0,856.01,537,1,52,Low Value
17162.0,1715.46,1001,10,82,Medium Value
17163.0,699.78,531,4,27,Low Value
17164.0,2467.35,1501,7,92,Medium Value
17165.0,1794.32,788,6,81,Medium Value
17166.0,206.34,78,2,11,Low Value
17167.0,867.11,429,3,64,Low Value
17168.0,400.2,220,1,21,Low Value
17169.0,1156.73,671,3,64,Medium Value
17170.0,178.68,152,2,8,Low Value
17171.0,384.59,225,2,25,Low Value
17172.0,956.57,1215,3,39,Low Value
17173.0,3766.6,1122,8,36,Medium Value
17174.0,59.9,41,1,4,Low Value
17175.0,1443.69,866,4,42,Medium Value
17176.0,902.32,576,3,38,Low Value
17177.0,119.5,40,1,29,Low Value
17178.0,432.96,100,1,31,Low Value
17179.0,1507.26,625,6,95,Medium Value
17180.0,2236.77,1809,11,196,Medium Value
17181.0,309.85,268,3,28,Low Value
17182.0,321.3,54,2,4,Low Value
17183.0,3347.31,1296,6,42,Medium Value
17184.0,198.41,73,2,14,Low Value
17185.0,229.46,119,3,38,Low Value
17186.0,144.0,200,2,1,Low Value
17187.0,467.71,426,2,21,Low Value
17188.0,4592.93,2569,13,138,Medium Value
17189.0,953.63,601,5,102,Low Value
17190.0,1726.57,2218,7,161,Medium Value
17191.0,4310.34,2208,15,273,Medium Value
17192.0,75.28,45,1,20,Low Value
17193.0,2310.04,1668,9,29,Medium Value
17194.0,812.5,420,3,57,Low Value
17195.0,562.98,486,1,31,Low Value
17196.0,327.75,154,1,84,Low Value
17197.0,1013.01,191,1,29,Medium Value
17198.0,692.22,357,3,89,Low Value
17199.0,135.04,232,1,8,Low Value
17200.0,356.71,367,4,25,Low Value
17201.0,1143.1,1004,4,154,Medium Value
17202.0,160.65,55,1,8,Low Value
17203.0,5564.09,4597,10,197,High Value
17204.0,5504.69,2651,9,119,High Value
17205.0,999.35,2214,3,28,Low Value
17206.0,204.24,76,1,7,Low Value
17207.0,292.62,233,1,55,Low Value
17208.0,111.15,101,1,21,Low Value
17209.0,595.7,723,3,36,Low Value
17210.0,251.72,242,1,47,Low Value
17211.0,3773.35,2141,13,224,Medium Value
17212.0,794.41,727,3,29,Low Value
17213.0,4869.4,2087,13,140,Medium Value
17214.0,1059.12,272,6,79,Medium Value
17215.0,186.15,104,1,11,Low Value
17216.0,63.6,21,1,13,Low Value
17217.0,210.1,93,2,27,Low Value
17218.0,3891.39,2066,18,248,Medium Value
17219.0,259.13,188,2,43,Low Value
17220.0,4457.31,2663,21,425,Medium Value
17221.0,976.62,713,5,116,Low Value
17222.0,1579.51,857,6,94,Medium Value
17223.0,558.04,155,3,62,Low Value
17224.0,100.86,65,1,8,Low Value
17225.0,131.15,36,1,5,Low Value
17226.0,895.47,853,3,54,Low Value
17227.0,1878.93,1681,12,59,Medium Value
17228.0,2820.03,2354,13,217,Medium Value
17229.0,318.76,185,2,39,Low Value
17230.0,9388.49,3753,18,146,High Value
17231.0,7064.8,3681,25,520,High Value
17232.0,417.77,202,2,30,Low Value
17233.0,560.86,298,3,57,Low Value
17234.0,149.89,55,1,14,Low Value
17235.0,1562.98,845,8,51,Medium Value
17236.0,1929.26,804,12,123,Medium Value
17237.0,994.13,414,4,76,Low Value
17238.0,7331.67,3555,32,523,High Value
17239.0,1189.45,515,4,18,Medium Value
17240.0,130.6,108,1,7,Low Value
17241.0,2736.64,859,12,120,Medium Value
17242.0,2889.28,1459,5,51,Medium Value
17243.0,20203.58,7932,69,378,High Value
17244.0,1826.04,1419,5,109,Medium Value
17245.0,371.63,307,2,24,Low Value
17246.0,38.92,36,2,6,Low Value
17247.0,280.09,105,1,53,Low Value
17248.0,500.54,276,2,96,Low Value
17249.0,68.03,79,1,27,Low Value
17250.0,381.97,167,2,55,Low Value
17251.0,798.98,377,3,65,Low Value
17252.0,348.91,192,2,86,Low Value
17253.0,178.26,43,1,18,Low Value
17254.0,469.48,397,3,129,Low Value
17255.0,781.7,583,4,163,Low Value
17256.0,498.93,299,5,20,Low Value
17257.0,189.78,187,2,14,Low Value
17258.0,417.3,188,2,47,Low Value
17259.0,1452.39,844,6,179,Medium Value
17260.0,120.95,23,1,6,Low Value
17261.0,221.59,95,1,43,Low Value
17262.0,2488.76,635,11,12,Medium Value
17263.0,63.44,36,1,23,Low Value
17264.0,268.28,217,1,70,Low Value
17265.0,550.01,389,2,106,Low Value
17266.0,501.72,243,5,99,Low Value
17267.0,317.2,158,2,37,Low Value
17268.0,1733.89,1395,11,26,Medium Value
17269.0,491.81,314,1,110,Low Value
17270.0,601.45,420,2,45,Low Value
17271.0,204.3,113,1,46,Low Value
17272.0,2148.63,1778,4,71,Medium Value
17273.0,141.12,133,1,12,Low Value
17274.0,573.22,271,2,76,Low Value
17275.0,114.1,71,1,23,Low Value
17276.0,502.49,187,1,50,Low Value
17277.0,1065.35,430,2,67,Medium Value
17278.0,271.24,195,2,17,Low Value
17279.0,187.83,48,1,8,Low Value
17280.0,118.86,74,1,6,Low Value
17281.0,797.85,295,6,3,Low Value
17282.0,2308.54,2332,5,171,Medium Value
17283.0,188.46,179,1,15,Low Value
17284.0,2788.06,2069,8,286,Medium Value
17285.0,407.94,134,2,41,Low Value
17286.0,389.18,368,3,89,Low Value
17287.0,3826.86,1955,21,286,Medium Value
17288.0,2468.43,1699,11,234,Medium Value
17289.0,2041.8,1237,9,203,Medium Value
17290.0,1487.96,1139,8,186,Medium Value
17291.0,550.8,72,1,1,Low Value
17292.0,271.75,131,2,14,Low Value
17293.0,3750.63,2228,17,149,Medium Value
17294.0,467.79,297,2,17,Low Value
17295.0,547.0,293,3,53,Low Value
17296.0,338.13,216,1,32,Low Value
17297.0,128.18,65,1,49,Low Value
17298.0,954.26,852,5,62,Low Value
17299.0,993.23,919,6,97,Low Value
17300.0,393.64,467,2,37,Low Value
17301.0,294.39,216,2,107,Low Value
17302.0,1135.63,575,5,68,Medium Value
17303.0,250.04,144,1,53,Low Value
17304.0,111.5,73,1,5,Low Value
17305.0,2135.46,1006,1,9,Medium Value
17306.0,9782.35,13747,21,18,High Value
17307.0,3999.89,3667,11,22,Medium Value
17308.0,4511.76,5148,2,5,Medium Value
17309.0,320.39,181,3,33,Low Value
17310.0,1025.1,402,2,1,Medium Value
17311.0,3566.56,2755,6,124,Medium Value
17312.0,644.3,372,3,11,Low Value
17313.0,2328.84,1402,1,24,Medium Value
17314.0,4904.43,3663,17,202,Medium Value
17315.0,9599.58,5088,43,386,High Value
17316.0,124.45,44,1,35,Low Value
17317.0,2600.34,1146,3,8,Medium Value
17318.0,157.33,59,1,17,Low Value
17319.0,29.1,14,1,3,Low Value
17320.0,2444.85,1182,6,96,Medium Value
17321.0,1665.21,790,6,241,Medium Value
17322.0,922.59,631,5,115,Low Value
17323.0,1551.04,1426,12,179,Medium Value
17324.0,2171.07,1485,12,122,Medium Value
17325.0,609.57,465,3,39,Low Value
17326.0,312.35,136,2,82,Low Value
17327.0,152.35,59,2,3,Low Value
17328.0,104.7,86,1,6,Low Value
17329.0,998.53,430,5,83,Low Value
17330.0,423.8,122,4,7,Low Value
17331.0,175.2,16,1,1,Low Value
17332.0,838.27,794,5,82,Low Value
17333.0,494.25,375,1,28,Low Value
17334.0,635.15,566,3,20,Low Value
17335.0,497.04,210,2,34,Low Value
17336.0,81.12,48,1,1,Low Value
17337.0,1981.06,1247,4,419,Medium Value
17338.0,11889.33,5780,17,606,High Value
17339.0,302.36,172,3,10,Low Value
17340.0,19617.95,9497,18,331,High Value
17341.0,1272.21,831,5,200,Medium Value
17342.0,1227.54,521,4,31,Medium Value
17343.0,1259.94,454,6,62,Medium Value
17344.0,457.36,200,2,64,Low Value
17345.0,1586.63,2008,10,174,Medium Value
17346.0,4998.61,3439,26,534,Medium Value
17347.0,228.96,216,1,1,Low Value
17348.0,2442.29,2766,9,327,Medium Value
17349.0,772.41,772,5,74,Low Value
17350.0,1893.7,1178,7,126,Medium Value
17351.0,1988.23,383,12,51,Medium Value
17352.0,36.25,15,1,5,Low Value
17353.0,3242.0,2168,4,9,Medium Value
17354.0,3133.96,2531,4,85,Medium Value
17355.0,273.31,249,1,28,Low Value
17356.0,946.47,925,5,74,Low Value
17357.0,384.39,152,2,41,Low Value
17358.0,861.01,430,5,126,Low Value
17359.0,284.46,237,2,36,Low Value
17360.0,1200.51,624,6,189,Medium Value
17361.0,871.79,380,5,51,Low Value
17362.0,1024.04,549,7,103,Medium Value
17363.0,920.46,499,3,34,Low Value
17364.0,11972.92,7464,28,518,High Value
17365.0,8184.49,8015,15,406,High Value
17366.0,1077.24,504,2,123,Medium Value
17367.0,167.55,149,1,33,Low Value
17368.0,2758.29,2319,14,197,Medium Value
17369.0,979.2,1152,1,1,Low Value
17370.0,446.18,540,4,31,Low Value
17371.0,655.37,281,6,135,Low Value
17372.0,4347.31,1863,28,426,Medium Value
17373.0,1167.5,738,7,69,Medium Value
17374.0,727.11,155,3,34,Low Value
17375.0,660.55,480,4,77,Low Value
17376.0,453.64,244,4,41,Low Value
17377.0,17644.27,7335,78,528,High Value
17378.0,10.95,1,1,1,Low Value
17379.0,389.72,623,1,71,Low Value
17380.0,645.0,252,3,5,Low Value
17381.0,36398.65,42879,38,51,High Value
17382.0,902.28,457,8,16,Low Value
17383.0,304.09,160,2,51,Low Value
17384.0,507.55,121,3,15,Low Value
17385.0,256.11,197,1,42,Low Value
17386.0,2812.77,1955,7,32,Medium Value
17387.0,746.81,522,2,71,Low Value
17388.0,2675.37,2555,11,41,Medium Value
17389.0,57215.33,17880,61,68,High Value
17390.0,149.3,49,1,12,Low Value
17391.0,508.8,480,2,2,Low Value
17392.0,585.92,450,3,66,Low Value
17393.0,381.15,238,2,45,Low Value
17394.0,203.87,241,1,4,Low Value
17395.0,97.5,66,1,3,Low Value
17396.0,8409.6,2313,14,29,High Value
17397.0,1198.28,691,3,132,Medium Value
17398.0,653.38,310,3,30,Low Value
17400.0,4623.28,2185,8,354,Medium Value
17401.0,114.85,34,1,11,Low Value
17402.0,4635.56,1450,23,106,Medium Value
17403.0,382.87,188,2,45,Low Value
17404.0,47781.12,50679,23,134,High Value
17405.0,1031.41,726,3,77,Medium Value
17406.0,4186.95,1847,13,157,Medium Value
17407.0,552.9,426,1,23,Low Value
17408.0,316.09,163,3,7,Low Value
17409.0,7793.51,4089,10,54,High Value
17410.0,1214.72,616,5,58,Medium Value
17411.0,1425.38,608,5,69,Medium Value
17412.0,4220.22,2554,16,167,Medium Value
17413.0,560.14,302,2,10,Low Value
17414.0,2249.52,6256,6,6,Medium Value
17415.0,507.84,114,1,14,Low Value
17416.0,17298.45,8769,22,342,High Value
17417.0,164.18,76,1,16,Low Value
17418.0,670.06,521,3,40,Low Value
17419.0,6126.25,2884,18,205,High Value
17420.0,953.58,446,6,43,Low Value
17421.0,1059.41,807,3,46,Medium Value
17422.0,3594.76,3538,11,149,Medium Value
17423.0,1118.95,790,3,39,Medium Value
17425.0,759.17,407,2,42,Low Value
17426.0,8077.77,5187,13,260,High Value
17427.0,100.8,34,1,2,Low Value
17428.0,31466.76,17356,45,448,High Value
17429.0,1357.46,1286,5,80,Medium Value
17430.0,622.57,455,4,30,Low Value
17431.0,403.3,292,1,41,Low Value
17432.0,1728.99,1008,9,218,Medium Value
17433.0,569.96,305,2,82,Low Value
17434.0,2373.82,1693,7,100,Medium Value
17435.0,331.35,195,1,15,Low Value
17436.0,534.06,178,5,8,Low Value
17437.0,369.68,283,1,52,Low Value
17438.0,1422.77,553,5,57,Medium Value
17439.0,325.74,370,1,8,Low Value
17440.0,323.58,282,4,4,Low Value
17441.0,293.35,245,1,21,Low Value
17442.0,4620.3,3134,15,190,Medium Value
17443.0,534.24,504,1,1,Low Value
17444.0,2940.04,2119,3,131,Medium Value
17446.0,120.9,198,2,6,Low Value
17447.0,541.53,443,2,33,Low Value
17448.0,14523.67,11534,46,570,High Value
17449.0,4868.15,2483,13,296,Medium Value
17450.0,244784.25,83914,51,159,High Value
17451.0,1721.4,1203,7,84,Medium Value
17453.0,486.72,219,2,19,Low Value
17454.0,1547.94,727,10,103,Medium Value
17455.0,131.7,66,1,8,Low Value
17456.0,975.56,508,2,59,Low Value
17457.0,5984.81,2695,14,30,High Value
17458.0,529.58,282,2,81,Low Value
17459.0,657.3,537,2,88,Low Value
17460.0,2157.97,954,16,96,Medium Value
17461.0,735.82,770,3,104,Low Value
17462.0,675.69,227,2,25,Low Value
17463.0,2535.26,1480,7,242,Medium Value
17464.0,907.14,608,3,35,Low Value
17465.0,2542.79,1477,7,106,Medium Value
17466.0,763.28,306,2,41,Low Value
17467.0,102.6,20,1,4,Low Value
17468.0,194.8,184,3,8,Low Value
17469.0,5051.25,2304,17,180,High Value
17470.0,2626.47,2731,11,113,Medium Value
17471.0,321.65,153,1,19,Low Value
17472.0,922.35,551,4,183,Low Value
17473.0,607.0,270,2,33,Low Value
17474.0,1047.0,200,1,6,Medium Value
17475.0,194.37,178,1,14,Low Value
17476.0,489.86,224,2,29,Low Value
17477.0,1144.3,225,2,44,Medium Value
17478.0,1272.8,516,2,40,Medium Value
17479.0,389.26,266,1,18,Low Value
17480.0,882.23,581,2,50,Low Value
17481.0,1255.59,1061,4,69,Medium Value
17482.0,775.64,240,2,50,Low Value
17483.0,591.73,265,4,23,Low Value
17484.0,209.57,339,2,14,Low Value
17486.0,396.87,191,1,24,Low Value
17487.0,160.55,37,1,8,Low Value
17488.0,336.5,136,1,18,Low Value
17489.0,376.64,428,2,28,Low Value
17490.0,2750.5,1531,9,94,Medium Value
17491.0,5653.67,3362,17,109,High Value
17492.0,1122.42,450,3,32,Medium Value
17493.0,100.91,62,1,8,Low Value
17494.0,54.7,26,1,3,Low Value
17495.0,806.72,367,3,38,Low Value
17496.0,1412.89,675,4,55,Medium Value
17497.0,287.25,59,2,7,Low Value
17498.0,272.22,394,1,17,Low Value
17499.0,1341.39,1086,2,69,Medium Value
17500.0,1138.0,17,3,3,Medium Value
17501.0,288.6,160,2,18,Low Value
17502.0,689.1,376,4,25,Low Value
17503.0,558.96,486,2,36,Low Value
17504.0,9490.17,5420,18,247,High Value
17505.0,2435.48,1242,5,83,Medium Value
17506.0,302.2,139,1,14,Low Value
17507.0,605.58,359,2,79,Low Value
17508.0,4579.23,2891,8,201,Medium Value
17509.0,6083.64,3512,8,75,High Value
17510.0,514.56,422,2,28,Low Value
17511.0,172132.87,117174,60,737,High Value
17512.0,5467.82,5434,18,115,High Value
17513.0,1158.8,440,3,18,Medium Value
17514.0,522.0,284,2,75,Low Value
17515.0,1602.51,527,9,101,Medium Value
17516.0,947.5,522,6,150,Low Value
17517.0,153.94,102,1,11,Low Value
17518.0,329.42,267,2,72,Low Value
17519.0,4774.17,3230,15,149,Medium Value
17520.0,546.81,365,1,30,Low Value
17521.0,1278.06,806,5,66,Medium Value
17522.0,1070.71,1034,5,59,Medium Value
17523.0,652.74,872,4,25,Low Value
17524.0,539.14,362,3,37,Low Value
17525.0,1161.9,338,3,19,Medium Value
17526.0,3939.24,1442,12,68,Medium Value
17527.0,939.37,488,4,45,Low Value
17528.0,3628.5,2138,8,183,Medium Value
17529.0,1240.25,790,2,78,Medium Value
17530.0,2791.69,1741,12,363,Medium Value
17531.0,1266.82,472,3,54,Medium Value
17532.0,65.34,30,1,4,Low Value
17533.0,34.8,24,1,1,Low Value
17534.0,1668.83,860,5,76,Medium Value
17535.0,164.4,136,1,13,Low Value
17536.0,364.83,201,3,16,Low Value
17537.0,887.67,699,2,74,Low Value
17538.0,98.42,134,1,9,Low Value
17539.0,1176.84,708,4,132,Medium Value
17540.0,1590.6,588,6,41,Medium Value
17541.0,119.86,44,1,31,Low Value
